Date=Fri Nov  5 07:26:28 2021
Vthr=2112
TrimmedVdac=175
  r230c3 Tdac=0
  r231c3 Tdac=0
  r232c3 Tdac=0
  r233c3 Tdac=0
  r234c3 Tdac=0
  r235c3 Tdac=0
  r236c3 Tdac=0
  r237c3 Tdac=0
  r238c3 Tdac=0
  r239c3 Tdac=0
  r240c3 Tdac=0
  r241c3 Tdac=0
  r242c3 Tdac=0
  r243c3 Tdac=0
  r244c3 Tdac=0
  r245c3 Tdac=0
  r246c3 Tdac=0
  r247c3 Tdac=0
  r248c3 Tdac=0
  r249c3 Tdac=0
  r250c3 Tdac=0
  r251c3 Tdac=0
  r252c3 Tdac=0
  r253c3 Tdac=0
  r254c3 Tdac=0
  r255c3 Tdac=0
  r256c3 Tdac=0
  r257c3 Tdac=0
  r258c3 Tdac=0
  r259c3 Tdac=0
  r260c3 Tdac=0
  r261c3 Tdac=0
  r262c3 Tdac=0
  r263c3 Tdac=0
  r264c3 Tdac=0
  r265c3 Tdac=0
  r266c3 Tdac=0
  r267c3 Tdac=0
  r268c3 Tdac=0
  r269c3 Tdac=0
  r270c3 Tdac=0
  r271c3 Tdac=0
  r272c3 Tdac=0
  r273c3 Tdac=0
  r274c3 Tdac=0
  r275c3 Tdac=0
  r276c3 Tdac=0
  r277c3 Tdac=0
  r278c3 Tdac=0
  r279c3 Tdac=0
  r280c3 Tdac=0
  r281c3 Tdac=0
  r282c3 Tdac=0
  r283c3 Tdac=0
  r284c3 Tdac=0
  r285c3 Tdac=0
  r286c3 Tdac=0
  r287c3 Tdac=0
  r288c3 Tdac=0
  r289c3 Tdac=0
  r290c3 Tdac=0
  r291c3 Tdac=0
  r292c3 Tdac=0
  r293c3 Tdac=0
  r294c3 Tdac=0
  r295c3 Tdac=0
  r296c3 Tdac=0
  r297c3 Tdac=0
  r298c3 Tdac=0
  r299c3 Tdac=0
  r300c3 Tdac=0
  r301c3 Tdac=0
  r302c3 Tdac=0
  r303c3 Tdac=0
  r304c3 Tdac=0
  r305c3 Tdac=0
  r306c3 Tdac=0
  r307c3 Tdac=0
  r308c3 Tdac=0
  r309c3 Tdac=0
  r310c3 Tdac=0
  r311c3 Tdac=0
  r312c3 Tdac=0
  r313c3 Tdac=0
  r314c3 Tdac=0
  r315c3 Tdac=0
  r316c3 Tdac=0
  r317c3 Tdac=0
  r318c3 Tdac=0
  r319c3 Tdac=0
  r320c3 Tdac=0
  r321c3 Tdac=0
  r322c3 Tdac=0
  r323c3 Tdac=0
  r324c3 Tdac=0
  r325c3 Tdac=0
  r326c3 Tdac=0
  r327c3 Tdac=0
  r328c3 Tdac=0
  r329c3 Tdac=0
  r330c3 Tdac=0
  r331c3 Tdac=0
  r332c3 Tdac=0
  r333c3 Tdac=0
  r334c3 Tdac=0
  r335c3 Tdac=0
